사업자등록번호,순번,데이터수집일자,데이터구분,과제명,과제코드,성과ID,성과고유번호,성과년도,과제기준년도,부처코드,부처명,예산사업코드,예산사업명,연구수행기관코드,연구수행주체명,6T코드,6T분류명,국가기술지도코드,국가기술지도명,과학기술표준대분류코드,과학기술표준대분류명,과학기술표준중분류코드,과학기술표준중분류명,과학기술표준소분류코드,과학기술표준소분류명,작업구분코드,데이터생성일자,연계처리상태코드,연계처리일자
7828109471,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
7838509472,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
7838509473,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
7838509474,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
7838709475,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
7838709475,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
7848609476,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
7858509477,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
7868609478,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
7868709479,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
7868709479,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
7872809480,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
7872809480,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
7898709481,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
7912209482,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
7912209482,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
7918809483,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
7918809483,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
7928809484,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
7928809484,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
7948709485,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
7948709485,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
7958109486,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
7958109486,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
7958709487,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
7958709487,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
7958809488,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
7968109489,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
7968609490,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
7968609491,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
7978809492,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
7978809492,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
7998109493,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8011709494,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8018609495,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8018709496,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8018709496,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8018709497,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8018709497,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8018809498,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8018809498,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8018809499,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8028609500,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8028609500,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8028709501,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8028809502,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8028809502,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8028809503,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8028809503,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8038709504,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8038709504,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8038709505,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8038709505,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8038709506,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8038809507,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8038809507,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8048609508,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8048609508,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8048609509,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8048609509,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8048709510,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8048709510,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8048709511,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8048709511,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8048809512,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8048809512,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8051709513,1,20220413,EQU,적외선 기반 지능형 야간 안전 통합시스템 개발,1415117648,20121212000000158385,NFEC-2013-02-175787,2011,2011,N38,지식경제부,W00185,World-class 300 및 산업핵심,ZC90932,에***,010411,기타 정보기술,040100,차세대 자동차 (지능형· 하이브리드·연료전지 자동차) 기술,K99,기타 전기/전자,,,,,I,20221104,,
8051709513,2,20220413,EQU,,,20100906000000062201,NFEC-2010-09-083124,2009,,,,,보안,,,,,,,,,,,,,I,20221104,,
8051709513,3,20220413,EQU,,,20100315000000052764,NFEC-2010-03-078906,2009,,,,,보안,,,,,,,,,,,,,I,20221104,,
8051709513,4,20220413,EQU,,,20100315000000052765,NFEC-2010-03-078905,2009,,,,,보안,,,,,,,,,,,,,I,20221104,,
8051709513,5,20220413,EQU,,,20100906000000062200,NFEC-2010-09-083125,2009,,,,,보안,,,,,,,,,,,,,I,20221104,,
8051709513,6,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8058109514,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8058109514,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8058609515,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8058609516,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8058609516,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8058809517,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8058809517,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8068609518,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8068609518,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8068609519,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8068609519,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8068709520,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8068709520,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8068709521,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8068709521,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8071609522,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8071609522,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8072209523,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8072209523,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8078109524,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8078109524,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8078109525,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8078109525,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8078109526,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8078109526,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8078109527,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8078109527,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8078109528,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8078109528,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8088109529,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8088109529,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8088609530,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8088609530,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8088609531,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8088609532,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8088609532,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8088709533,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8088709533,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8088709534,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8088709534,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8088709535,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8088709535,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8088709536,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8088709536,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8088809537,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8098109538,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8098609539,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8098609540,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8098609540,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8098609541,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8098609541,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8098709542,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8098709542,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8098809543,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8098809543,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8108109544,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8108109544,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8108109545,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8108609546,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8108709547,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8108709547,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8108709548,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8108709548,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8108709549,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8108709549,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8108809550,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8108809550,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8108809551,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8108809551,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8118609552,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8118609552,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8118609553,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8118609554,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8118709555,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8118709555,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8118809556,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8118809557,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8118809557,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8128109558,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8128109559,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8128109559,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8128109560,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8128109561,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8128109561,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8128609562,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8128609563,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8128609563,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8128709564,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8128709564,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8128809565,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8128809566,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8137409567,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8138109568,1,20220413,EQU,황사먼지 자동계측기기 국산화개발 (베타레이 흡수법이용),1365001206,20130131000000160159,NFEC-2013-02-174907,2011,2011,N36,기상청,2011713530435001,기상산업 지원 및 활용 기술 개발,AAN7768,켄***,050111,대기오염물질 저감 및 제거기술,030100,대기오염물질 저감 및 제거기술,K0704,환경계측기,,,,,I,20221104,,
8138109568,2,20220413,EQU,황사먼지 자동계측기기 국산화개발 (베타레이 흡수법이용),1365001325,20130131000000160160,NFEC-2013-02-175342,2012,2012,N36,기상청,2012313830435001,기상산업 지원 및 활용 기술 개발,AAN7768,켄***,050111,대기오염물질 저감 및 제거기술,030100,대기오염물질 저감 및 제거기술,K07,계측기기,,,,,I,20221104,,
8138109568,3,20220413,EQU,운행차량 배출오염물질 원격 측정시스템 개발,1485011341,20160429000000200472,NFEC-2017-09-239507,2014,2013,P23,환경부,23125007007619001933305B,차세대에코이노베이션기술개발사업(환경산업선진화기술개발사업),AAN7768,켄***,050115,환경관리·정보 및 시스템기술,030100,대기오염물질 저감 및 제거기술,EH1099,달리 분류되지 않는 환경예측/감시/평가,,,,,I,20221104,,
8138109568,4,20220413,EQU,일반 대기오염물질 자동측정장비 고도화 및 현장 실증 기술개발,1485018027,20211015000000258258,NFEC-2022-01-275826,2021,2021,P23,환경부,B053,대기환경 관리기술 사업화 연계 기술개발사업,AAN7768,켄***,010411,기타 정보기술,100101,미세먼지 등 대기오염 대응기술,EH1302,측정분석 장비기술,,,,,I,20221104,,
8138109568,5,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8138109569,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8138109570,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8138709571,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8138709572,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8138809573,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8138809573,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8141209574,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8148109575,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8148109575,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8148109576,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8148109576,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8148109577,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8148109578,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8148109578,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8148609579,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8148609579,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8148609580,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8148609580,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8148609581,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8148609581,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8148709582,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8148809583,1,20220413,EQU,CO2를 이용한 냉난방 및 급탕 시스템용 열교환기의 개발,1415090755,20091014000000046272,NFEC-2009-10-074052,2008,2008,N38,지식경제부,200807451400305A,산업에너지기술개발,ZB17219,대***,050311,청정원천공정 기술,041300,청정생산시스템 기술,O3,에너지·자원,,에너지 효율기술,,,I,20221104,,
8148809583,2,20220413,EQU,CO2를 이용한 냉난방 및 급탕 시스템용 열교환기의 개발,1415090755,20091014000000046265,NFEC-2009-10-074054,2009,2008,N38,지식경제부,200807451400305A,산업에너지기술개발,ZB17219,대***,050311,청정원천공정 기술,041300,청정생산시스템 기술,O3,에너지·자원,,에너지 효율기술,,,I,20221104,,
8148809583,3,20220413,EQU,자연냉매(CO2)를 적용한 고효율 지열 냉난방 및 급탕 시스템 개발,1415092481,20091014000000046280,NFEC-2009-10-074051,2008,2008,N38,지식경제부,2006038535103031,신재생에너지기술개발,ZB17219,대***,050218,기타 에너지기술,060000,위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구,O5,에너지·자원,,신·재생에너지,,,I,20221104,,
8148809583,4,20220413,EQU,자연냉매(CO2)를 적용한 고효율 지열 냉난방 및 급탕 시스템 개발,1415101774,20091014000000046291,NFEC-2009-10-074048,2009,2009,N38,지식경제부,200807453380301A,신재생에너지기술개발(에특),ZB17219,대***,050218,기타 에너지기술,060000,위의 국가기술지도(NTRM) 99개 핵심기술 분류에 속하지 않는 기타 연구,M06,신재생에너지,,,,,I,20221104,,
8148809583,5,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8153509584,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8153509584,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8158109585,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8158109585,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8158109586,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8158109586,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8158109587,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8158609588,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8158709589,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8158809590,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8158809590,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8160709591,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8160709591,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8168109592,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8168609593,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8168609594,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8168609594,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8168609595,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8168609595,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8168809596,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8168809597,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8168809597,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8174309598,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8174309598,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8178609599,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8178609599,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8178609600,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8178609600,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8178609601,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8178609602,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8178709603,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8178709604,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8178709605,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8178709605,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8178809606,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8178809606,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8188609607,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8188609607,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8188609608,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8188609608,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8188609609,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8188609609,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8198109610,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8198109610,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8198109611,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8198109611,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8198609612,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8198609612,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8198709613,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8198709613,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8198809614,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8201509615,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8201509615,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8204409616,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8208109617,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8208109618,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8208709619,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8208709619,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8208809620,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8208809620,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8208809621,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8218609622,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8218609622,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8228609623,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8228609623,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8228709624,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8228709624,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8228709625,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8228709625,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8238109626,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8238109626,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8238709627,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8238709627,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8238809628,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8238809629,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8238809629,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8248109630,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8248109630,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8248109631,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8248109631,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8248709632,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8248709632,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8258109633,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8258109633,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8258109634,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8258109634,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8258609635,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8258609635,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8261909636,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8261909636,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8264809637,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8268109638,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8268109638,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8268809639,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8268809639,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8278209640,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8278209640,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8278609641,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8278609641,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8278809642,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8278809642,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8281609643,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8281609643,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8288109644,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8288109645,1,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8288709646,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8288709646,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8288809647,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8288809647,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8298109648,1,20220413,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
8298109648,2,,,,,,,,,,,,,,,,,,,,,,,,,I,20221104,,
